# 01_palm,02_l,03_fist,04_fist_moved,05_thumb,06_index,07_ok,08_palm_moved,09_c,10_down
0,0,0,0,0,0,0,0,7,2
0,0,0,0,0,0,0,0,2,14
0,0,0,0,0,0,1,0,0,6
0,0,0,0,0,0,0,0,1,1
0,0,0,0,0,0,0,0,1,5
0,0,0,0,0,0,0,0,1,4
0,0,0,0,0,0,0,0,4,0
0,0,0,0,0,0,0,0,1,4
0,2,0,0,0,0,0,0,1,6
0,0,0,0,0,0,0,0,0,0
