# 01_palm,02_l,03_fist,04_fist_moved,05_thumb,06_index,07_ok,08_palm_moved,09_c,10_down
0,0,0,0,0,0,0,0,5,4
2,0,0,0,0,0,2,0,4,8
3,0,0,0,0,0,0,0,4,0
0,0,0,0,0,0,0,0,0,2
0,0,0,0,0,0,0,0,4,2
0,0,0,0,0,0,3,0,2,0
0,0,0,0,0,0,3,0,0,1
1,0,0,0,0,0,1,0,0,3
0,0,0,0,0,0,2,0,6,1
0,0,0,0,0,0,0,0,0,0
